Project Name,Package Name,Type Name,Method Name,Implementation Smell,Cause of the Smell,Method start line no
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,delete_content_both,Long Statement,The length of the statement "Mockito.when(contentService.delete(Mockito.eq(new DeleteContentParams().contentPath(ContentPath.from("two")))`Mockito.eq(ContentResource.STAGE_CONTEXT))).thenThrow(new UnableToDeleteContentException(ContentPath.from("two")`"Some reason"));" is 239.,588
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,delete_content_both,Long Statement,The length of the statement "String jsonString=request().path("content/delete").entity(readFromFile("delete_content_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 155.,588
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,create_content_exception,Long Statement,The length of the statement "Mockito.when(contentTypeService.getByNames(Mockito.isA(GetContentTypesParams.class))).thenReturn(ContentTypes.from(createContentType("mymodule-1.0.0:my-type")));" is 161.,607
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,create_content_exception,Long Statement,The length of the statement "request().path("content/create").entity(readFromFile("create_content_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 137.,607
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,create_content_success,Long Statement,The length of the statement "Mockito.when(contentTypeService.getByNames(Mockito.isA(GetContentTypesParams.class))).thenReturn(ContentTypes.from(createContentType("mymodule-1.0.0:my-type")));" is 161.,624
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,create_content_success,Long Statement,The length of the statement "Mockito.when(contentService.create(Mockito.isA(CreateContentParams.class)`Mockito.isA(Context.class))).thenReturn(content);" is 123.,624
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,create_content_success,Long Statement,The length of the statement "String jsonString=request().path("content/create").entity(readFromFile("create_content_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 155.,624
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,update_content_failure,Long Statement,The length of the statement "Mockito.when(contentTypeService.getByNames(Mockito.isA(GetContentTypesParams.class))).thenReturn(ContentTypes.from(createContentType("mymodule-1.0.0:my-type")));" is 161.,643
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,update_content_failure,Long Statement,The length of the statement "Exception e=new com.enonic.wem.api.content.ContentNotFoundException(ContentId.from("content-id")`ContentConstants.WORKSPACE_STAGE);" is 131.,643
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,update_content_failure,Long Statement,The length of the statement "request().path("content/update").entity(readFromFile("update_content_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 137.,643
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,update_content_nothing_updated,Long Statement,The length of the statement "Mockito.when(contentTypeService.getByNames(Mockito.isA(GetContentTypesParams.class))).thenReturn(ContentTypes.from(createContentType("mymodule-1.0.0:my-type")));" is 161.,660
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,update_content_nothing_updated,Long Statement,The length of the statement "Mockito.when(contentService.update(Mockito.isA(UpdateContentParams.class)`Mockito.isA(Context.class))).thenReturn(content);" is 123.,660
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,update_content_nothing_updated,Long Statement,The length of the statement "String jsonString=request().path("content/update").entity(readFromFile("update_content_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 155.,660
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,update_content_nothing_updated,Long Statement,The length of the statement "Mockito.verify(contentService`Mockito.times(0)).rename(Mockito.isA(RenameContentParams.class)`Mockito.isA(Context.class));" is 122.,660
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,update_content_success,Long Statement,The length of the statement "Mockito.when(contentTypeService.getByNames(Mockito.isA(GetContentTypesParams.class))).thenReturn(ContentTypes.from(createContentType("mymodule-1.0.0:my-type")));" is 161.,680
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,update_content_success,Long Statement,The length of the statement "Mockito.when(contentService.update(Mockito.isA(UpdateContentParams.class)`Mockito.isA(Context.class))).thenReturn(content);" is 123.,680
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,update_content_success,Long Statement,The length of the statement "String jsonString=request().path("content/update").entity(readFromFile("update_content_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 155.,680
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,update_content_success,Long Statement,The length of the statement "Mockito.verify(contentService`Mockito.times(0)).rename(Mockito.isA(RenameContentParams.class)`Mockito.isA(Context.class));" is 122.,680
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,publish,Long Statement,The length of the statement "final PushContentParams pushContentParams=new PushContentParams(ContentConstants.WORKSPACE_PROD`ContentId.from(contentIdString));" is 129.,700
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,publish,Long Statement,The length of the statement "String jsonString=request().path("content/publish").entity(readFromFile("publish_content_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 157.,700
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,publish,Magic Number,The method contains a magic number: 3.14159,700
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,publish,Magic Number,The method contains a magic number: 1.333,700
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,publish_not_found,Long Statement,The length of the statement "final Exception e=new com.enonic.wem.api.content.ContentNotFoundException(ContentId.from("content-id")`ContentConstants.WORKSPACE_STAGE);" is 137.,730
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,publish_not_found,Long Statement,The length of the statement "request().path("content/publish").entity(readFromFile("publish_content_params.json")`MediaType.APPLICATION_JSON_TYPE).post().getAsString();" is 139.,730
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,createDataValidationErrors,Magic Number,The method contains a magic number: 2,747
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,createDataValidationErrors,Magic Number,The method contains a magic number: 3,747
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,createDataValidationErrors,Magic Number,The method contains a magic number: 5,747
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,createContent,Long Statement,The length of the statement "return newContent().id(ContentId.from(id)).path(ContentPath.from(name)).createdTime(Instant.parse(this.currentTime)).owner(UserKey.from("myStore:me")).displayName("My Content").modifiedTime(Instant.parse(this.currentTime)).modifier(UserKey.superUser()).type(ContentTypeName.from(contentTypeName)).build();" is 305.,761
xp,com.enonic.wem.admin.rest.resource.content,ContentResourceTest,createContentType,Long Statement,The length of the statement "return ContentType.newContentType().displayName("My type").name(name).icon(Icon.from(new byte[]{123}`"image/gif"`Instant.now())).build();" is 137.,775
xp,com.enonic.wem.admin.rest.resource.content,ContentIconResource,resolveResponseFromContentImageAttachment,Long Statement,The length of the statement "final Attachment attachment=attachmentService.get(GetAttachmentParameters.create().contentId(content.getId()).attachmentName(attachmentName).context(STAGE_CONTEXT).build());" is 173.,118
xp,com.enonic.wem.admin.rest.resource.content,ContentImageResource,resolveResponseFromContentImageAttachment,Long Statement,The length of the statement "final Attachment attachment=attachmentService.get(GetAttachmentParameters.create().contentId(content.getId()).attachmentName(attachmentName).context(STAGE_CONTEXT).build());" is 173.,97
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,listById,Long Statement,The length of the statement "final FindContentByParentParams params=FindContentByParentParams.create().from(fromParam).size(sizeParam).parentPath(parentContentPath).addSort(DEFAULT_SORT_FIELD`Direction.DESC).build();" is 187.,160
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,listByPath,Long Statement,The length of the statement "final FindContentByParentParams params=FindContentByParentParams.create().from(fromParam).size(sizeParam).parentPath(parentContentPath).addSort(DEFAULT_SORT_FIELD`Direction.DESC).build();" is 187.,190
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,doGetByParentPath,Long Statement,The length of the statement "final ContentListMetaData metaData=ContentListMetaData.create().totalHits(result.getTotalHits()).hits(result.getHits()).build();" is 128.,218
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,query,Long Identifier,The length of the identifier abstractContentQueryResultJson is 30.,242
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,query,Long Statement,The length of the statement "final FindContentByQueryResult findResult=contentService.find(FindContentByQueryParams.create().populateChildren(getChildrenIds).contentQuery(contentQueryJson.getContentQuery()).build()`STAGE_CONTEXT);" is 201.,242
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,query,Long Statement,The length of the statement "final AbstractContentQueryResultJson abstractContentQueryResultJson=FindContentByQuertResultJsonFactory.create(findResult`contentQueryJson.getExpand()`iconUrlResolver);" is 168.,242
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,delete,Long Statement,The length of the statement "Collections.sort(contentsToDeleteList`( ContentPath contentPath1` ContentPath contentPath2) -> (contentPath2.elementCount() - contentPath1.elementCount()));" is 156.,270
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,compare,Long Statement,The length of the statement "final CompareContentResults compareResults=contentService.compare(new CompareContentsParams(contentIds`ContentConstants.WORKSPACE_PROD)`STAGE_CONTEXT);" is 151.,303
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,getContentVersions,Long Statement,The length of the statement "final FindContentVersionsResult result=contentService.getVersions(FindContentVersionsParams.create().contentId(contentId).from(params.getFrom() != null ? params.getFrom() : 0).size(params.getSize() != null ? params.getSize() : 10).build()`STAGE_CONTEXT);" is 254.,314
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,getContentVersions,Magic Number,The method contains a magic number: 10,314
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,getActiveVersions,Long Statement,The length of the statement "final GetActiveContentVersionsResult result=contentService.getActiveVersions(GetActiveContentVersionsParams.create().workspaces(Workspaces.from(ContentConstants.WORKSPACE_STAGE`ContentConstants.WORKSPACE_PROD)).contentId(ContentId.from(id)).build()`STAGE_CONTEXT);" is 264.,329
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,publish,Long Statement,The length of the statement "final Content publishedContent=contentService.push(new PushContentParams(ContentConstants.WORKSPACE_PROD`params.getContentId())`STAGE_CONTEXT);" is 143.,342
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,update,Long Statement,The length of the statement "final UpdateContentParams updateParams=new UpdateContentParams().contentId(json.getContentId()).modifier(AccountKey.anonymous()).updateAttachments(json.getUpdateAttachments() != null ? json.getUpdateAttachments().getUpdateAttachments() : null).editor(new ContentEditor(){" is 271.,361
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,update,Long Statement,The length of the statement "Content.EditBuilder editContentBuilder=editContent(toBeEdited).form(json.getForm().getForm()).contentData(contentData).draft(json.isDraft()).displayName(json.getDisplayName());" is 176.,361
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,update,Long Statement,The length of the statement "final RenameContentParams renameParams=new RenameContentParams().contentId(json.getContentId()).newName(json.getContentName());" is 127.,361
xp,com.enonic.wem.admin.rest.resource.content,ContentResource,edit,Long Statement,The length of the statement "Content.EditBuilder editContentBuilder=editContent(toBeEdited).form(json.getForm().getForm()).contentData(contentData).draft(json.isDraft()).displayName(json.getDisplayName());" is 176.,373
xp,com.enonic.wem.admin.rest.resource.content,ContentImageHelper,getImageFromBlob,Missing default,The following switch statement is missing a default case: !org.eclipse.jdt.core.dom.SwitchStatement@60de6a31,19
xp,com.enonic.wem.admin.rest.resource.content,ContentIconUrlResolver,resolve,Long Statement,The length of the statement "return ServletRequestUrlHelper.createUri("/admin/rest/content/icon/" + content.getId() + "?ts="+ content.getModifiedTime().toEpochMilli());" is 139.,49
